"Type";"ScopeMGLevel";"Scope";"ScopeId";"PolicyDisplayName";"PolicyDefinitionName";"PolicyDefinitionId";"PolicyVersion";"PolicyEffect";"PolicyCategory";"UniqueAssignmentsCount";"UsedInPolicySetsCount";"UsedInPolicySet4CSV";"CreatedOn";"CreatedBy";"UpdatedOn";"UpdatedBy";"ALZ";"ALZState";"ALZLatestVer";"ALZIdentificationLevel";"ALZPolicyName"
"Static";;;;"Microsoft Managed Control 1346 - Identification And Authentication (Non-Organizational Users)";"464dc8ce-2200-4720-87a5-dc5952924cc6";"/providers/microsoft.authorization/policydefinitions/464dc8ce-2200-4720-87a5-dc5952924cc6";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1368 - Incident Handling | Correlation With External Organizations";"465f32da-0ace-4603-8d1b-7be5a3a702de";"/providers/microsoft.authorization/policydefinitions/465f32da-0ace-4603-8d1b-7be5a3a702de";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1062 - Remote Access | Protection Of Confidentiality / Integrity Using Encryption";"4708723f-e099-4af1-bbf9-b6df7642e444";"/providers/microsoft.authorization/policydefinitions/4708723f-e099-4af1-bbf9-b6df7642e444";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1359 - Incident Response Testing | Coordination With Related Plans";"47bc7ea0-7d13-4f7c-a154-b903f7194253";"/providers/microsoft.authorization/policydefinitions/47bc7ea0-7d13-4f7c-a154-b903f7194253";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1165 - Continuous Monitoring";"47e10916-6c9e-446b-b0bd-ff5fd439d79d";"/providers/microsoft.authorization/policydefinitions/47e10916-6c9e-446b-b0bd-ff5fd439d79d";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1048 - System Use Notification";"483e7ca9-82b3-45a2-be97-b93163a0deb7";"/providers/microsoft.authorization/policydefinitions/483e7ca9-82b3-45a2-be97-b93163a0deb7";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1033 - Separation Of Duties";"48540f01-fc11-411a-b160-42807c68896e";"/providers/microsoft.authorization/policydefinitions/48540f01-fc11-411a-b160-42807c68896e";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1477 - Fire Protection | Detection Devices / Systems";"4862a63c-6c74-4a9d-a221-89af3c374503";"/providers/microsoft.authorization/policydefinitions/4862a63c-6c74-4a9d-a221-89af3c374503";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1484 - Water Damage Protection | Automation Support";"486b006a-3653-45e8-b41c-a052d3e05456";"/providers/microsoft.authorization/policydefinitions/486b006a-3653-45e8-b41c-a052d3e05456";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1669 - Flaw Remediation";"48f2f62b-5743-4415-a143-288adc0e078d";"/providers/microsoft.authorization/policydefinitions/48f2f62b-5743-4415-a143-288adc0e078d";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1376 - Incident Response Assistance | Coordination With External Providers";"493a95f3-f2e3-47d0-af02-65e6d6decc2f";"/providers/microsoft.authorization/policydefinitions/493a95f3-f2e3-47d0-af02-65e6d6decc2f";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1329 - Authenticator Management | Password-Based Authentication";"498f6234-3e20-4b6a-a880-cbd646d973bd";"/providers/microsoft.authorization/policydefinitions/498f6234-3e20-4b6a-a880-cbd646d973bd";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1638 - Boundary Protection | Dynamic Isolation / Segregation";"49b99653-32cd-405d-a135-e7d60a9aae1f";"/providers/microsoft.authorization/policydefinitions/49b99653-32cd-405d-a135-e7d60a9aae1f";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1294 - Information System Backup | Transfer To Alternate Storage Site";"49dbe627-2c1e-438c-979e-dd7a39bbf81d";"/providers/microsoft.authorization/policydefinitions/49dbe627-2c1e-438c-979e-dd7a39bbf81d";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1218 - Least Functionality | Prevent Program Execution";"4a1d0394-b9f5-493e-9e83-563fd0ac4df8";"/providers/microsoft.authorization/policydefinitions/4a1d0394-b9f5-493e-9e83-563fd0ac4df8";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1677 - Malicious Code Protection";"4a248e1e-040f-43e5-bff2-afc3a57a3923";"/providers/microsoft.authorization/policydefinitions/4a248e1e-040f-43e5-bff2-afc3a57a3923";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1813 - Privacy Awareness And Training ";"4b0d8d1d-7800-4b62-b4bf-6eecde12b2af";"/providers/microsoft.authorization/policydefinitions/4b0d8d1d-7800-4b62-b4bf-6eecde12b2af";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"0";"";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1094 - Role-Based Security Training";"4b1853e0-8973-446b-b567-09d901d31a09";"/providers/microsoft.authorization/policydefinitions/4b1853e0-8973-446b-b567-09d901d31a09";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1114 - Response To Audit Processing Failures | Real-Time Alerts";"4c090801-59bc-4454-bb33-e0455133486a";"/providers/microsoft.authorization/policydefinitions/4c090801-59bc-4454-bb33-e0455133486a";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1838 - Minimization of PII Used in Testing, Training, And Research";"4c25cbd0-8776-412f-8466-5993e38ce602";"/providers/microsoft.authorization/policydefinitions/4c25cbd0-8776-412f-8466-5993e38ce602";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"0";"";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1364 - Incident Handling | Dynamic Reconfiguration";"4c615c2a-dc83-4dda-8220-abce7b50c9bc";"/providers/microsoft.authorization/policydefinitions/4c615c2a-dc83-4dda-8220-abce7b50c9bc";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1661 - Session Authenticity | Invalidate Session Identifiers At Logout";"4c643c9a-1be7-4016-a5e7-e4bada052920";"/providers/microsoft.authorization/policydefinitions/4c643c9a-1be7-4016-a5e7-e4bada052920";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1868 - Internal Use";"4c6df994-1810-44c9-bd35-3280397cf9a6";"/providers/microsoft.authorization/policydefinitions/4c6df994-1810-44c9-bd35-3280397cf9a6";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"0";"";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1373 - Incident Reporting | Automated Reporting";"4cca950f-c3b7-492a-8e8f-ea39663c14f9";"/providers/microsoft.authorization/policydefinitions/4cca950f-c3b7-492a-8e8f-ea39663c14f9";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1632 - Boundary Protection | Prevent Split Tunneling For Remote Devices";"4ce9073a-77fa-48f0-96b1-87aa8e6091c2";"/providers/microsoft.authorization/policydefinitions/4ce9073a-77fa-48f0-96b1-87aa8e6091c2";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1811 - Privacy Requirements for Contractors And Service Providers ";"4d1d4ce2-71ea-4578-bbb4-fe76215d45ac";"/providers/microsoft.authorization/policydefinitions/4d1d4ce2-71ea-4578-bbb4-fe76215d45ac";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"0";"";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1155 - System Interconnections | Restrictions On External System Connections";"4d33f9f1-12d0-46ad-9fbd-8f8046694977";"/providers/microsoft.authorization/policydefinitions/4d33f9f1-12d0-46ad-9fbd-8f8046694977";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1156 - Plan Of Action And Milestones";"4d52e864-9a3b-41ee-8f03-520815fe5378";"/providers/microsoft.authorization/policydefinitions/4d52e864-9a3b-41ee-8f03-520815fe5378";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1312 - Identifier Management";"4d6a5968-9eef-4c18-8534-376790ab7274";"/providers/microsoft.authorization/policydefinitions/4d6a5968-9eef-4c18-8534-376790ab7274";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1394 - System Maintenance Policy And Procedures";"4db56f68-3f50-45ab-88f3-ca46f5379a94";"/providers/microsoft.authorization/policydefinitions/4db56f68-3f50-45ab-88f3-ca46f5379a94";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1702 - Information System Monitoring | Indicators Of Compromise";"4dfc0855-92c4-4641-b155-a55ddd962362";"/providers/microsoft.authorization/policydefinitions/4dfc0855-92c4-4641-b155-a55ddd962362";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1001 - Access Control Policy And Procedures Requirements";"4e26f8c3-4bf3-4191-b8fc-d888805101b7";"/providers/microsoft.authorization/policydefinitions/4e26f8c3-4bf3-4191-b8fc-d888805101b7";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1083 - Publicly Accessible Content";"4e319cb6-2ca3-4a58-ad75-e67f484e50ec";"/providers/microsoft.authorization/policydefinitions/4e319cb6-2ca3-4a58-ad75-e67f484e50ec";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1579 - Acquisitions Process | Use Of Approved Piv Products";"4e54c7ef-7457-430b-9a3e-ef8881d4a8e0";"/providers/microsoft.authorization/policydefinitions/4e54c7ef-7457-430b-9a3e-ef8881d4a8e0";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1247 - Contingency Plan";"4e666db5-b2ef-4b06-aac6-09bfce49151b";"/providers/microsoft.authorization/policydefinitions/4e666db5-b2ef-4b06-aac6-09bfce49151b";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1196 - Configuration Change Control | Automated Document / Notification / Prohibition Of Changes";"4e7f4ea4-dd62-44f6-8886-ac6137cf52b0";"/providers/microsoft.authorization/policydefinitions/4e7f4ea4-dd62-44f6-8886-ac6137cf52b0";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1134 - Protection Of Audit Information | Access By Subset Of Privileged Users";"4e95f70e-181c-4422-9da2-43079710c789";"/providers/microsoft.authorization/policydefinitions/4e95f70e-181c-4422-9da2-43079710c789";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1267 - Alternate Storage Site";"4e97ba1d-be5d-4953-8da4-0cccf28f4805";"/providers/microsoft.authorization/policydefinitions/4e97ba1d-be5d-4953-8da4-0cccf28f4805";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1192 - Configuration Change Control | Automated Document / Notification / Prohibition Of Changes";"4ebd97f7-b105-4f50-8daf-c51465991240";"/providers/microsoft.authorization/policydefinitions/4ebd97f7-b105-4f50-8daf-c51465991240";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1139 - Audit Generation";"4ed62522-de00-4dda-9810-5205733d2f34";"/providers/microsoft.authorization/policydefinitions/4ed62522-de00-4dda-9810-5205733d2f34";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1833 - Minimization of Personally Identifiable Information | Locate/Remove/Redact/Anonymize PII";"4edd8330-da6b-4f1e-b996-e064d8b92cb7";"/providers/microsoft.authorization/policydefinitions/4edd8330-da6b-4f1e-b996-e064d8b92cb7";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"0";"";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1442 - Media Sanitization And Disposal | Nondestructive Techniques";"4f26049b-2c5a-4841-9ff3-d48a26aae475";"/providers/microsoft.authorization/policydefinitions/4f26049b-2c5a-4841-9ff3-d48a26aae475";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1182 - Baseline Configuration | Configure Systems, Components, Or Devices For High-Risk Areas";"4f34f554-da4b-4786-8d66-7915c90893da";"/providers/microsoft.authorization/policydefinitions/4f34f554-da4b-4786-8d66-7915c90893da";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1748 - Security Authorization Process";"4f3b7f51-9620-4c71-b887-48a6838c68b8";"/providers/microsoft.authorization/policydefinitions/4f3b7f51-9620-4c71-b887-48a6838c68b8";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"0";"";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1852 - Compliant Management";"4f8e271b-dfea-47e9-b81e-5519bae0b120";"/providers/microsoft.authorization/policydefinitions/4f8e271b-dfea-47e9-b81e-5519bae0b120";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"0";"";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1485 - Delivery And Removal";"50301354-95d0-4a11-8af5-8039ecf6d38b";"/providers/microsoft.authorization/policydefinitions/50301354-95d0-4a11-8af5-8039ecf6d38b";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1646 - Cryptographic Key Establishment And Management | Asymmetric Keys";"506814fa-b930-4b10-894e-a45b98c40e1a";"/providers/microsoft.authorization/policydefinitions/506814fa-b930-4b10-894e-a45b98c40e1a";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"Static";;;;"Microsoft Managed Control 1566 - System Development Life Cycle";"50ad3724-e2ac-4716-afcc-d8eabd97adb9";"/providers/microsoft.authorization/policydefinitions/50ad3724-e2ac-4716-afcc-d8eabd97adb9";"1.0.0";"Fixed: audit";"Regulatory Compliance";"0";"2";"NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
